Opportunity Name,AccountId,Amount,Close Date,Stage,Product,Sales Agent,Opportunity_ID__c
Hottechi - GTX Plus Basic,001i8000001AQMaAAO,1096.0,2017-03-14,Negotiation/Review,GTX Plus Basic,Kary Hendrixson,J53D8EOL
Hatfan - GTX Plus Basic,001i8000001AkfgAAC,1046.0,2017-03-13,Closed Won,GTX Plus Basic,Kary Hendrixson,LF8JZ3Q5
Sunnamplex - GTX Plus Basic,001i8000001AkgEAAS,988.0,2017-03-14,Closed Won,GTX Plus Basic,Kary Hendrixson,MRGBSMQ5
Codehow - GTX Basic,001i8000001ALqaAAG,547.0,2017-03-22,Closed Won,GTX Basic,Lajuana Vencill,CBAV8ZJL
Singletechno - GTX Pro,001i8000001Akg8AAC,0.0,2017-03-04,Closed Lost,GTX Pro,Maureen Marcano,NN4DWBVN
Isdom - MG Special,001i8000001AkfjAAC,54.0,2017-03-31,Closed Won,MG Special,Versie Hillebrand,6JXHEZYK
Silis - MG Special,001i8000001Akg7AAC,57.0,2017-03-20,Closed Won,MG Special,Violet Mclelland,WDHNR2EI
Yearin - MG Special,001i8000001AkgOAAS,55.0,2017-03-18,Closed Won,MG Special,Violet Mclelland,4K750D6F
Stanredtax - GTX Plus Pro,001i8000001AkgAAAS,5765.0,2017-03-15,Closed Won,GTX Plus Pro,Anna Snelling,94GI0ZJ7
Bioplex - GTX Basic,001i8000001ALqUAAW,639.0,2017-03-16,Closed Won,GTX Basic,Daniell Hammack,TODG6DEK
Labdrill - GTX Pro,001i8000001AkfqAAC,5100.0,2017-03-15,Closed Won,GTX Pro,Kary Hendrixson,G0ECB8FS
Fasehatice - GTX Pro,001i8000001AkfSAAS,4906.0,2017-03-07,Closed Won,GTX Pro,Vicki Laflamme,96MZYUY0
Genco Pura Olive Oil Company - GTX Plus Pro,001i8000001AkfZAAS,5482.0,2017-03-16,Negotiation/Review,GTX Plus Pro,Boris Faz,EZVKSQ9C
Domzoom - GTX Basic,001i8000001AkfNAAS,550.0,2017-03-16,Negotiation/Review,GTX Basic,Daniell Hammack,RJYG004O
Opentech - GTX Plus Basic,001i8000001AkfxAAC,1037.0,2017-03-07,Closed Won,GTX Plus Basic,Donn Cantrell,JZOKHHWN
Plexzap - GTX Basic,001i8000001AkfyAAC,537.0,2017-03-15,Closed Won,GTX Basic,James Ascencio,EH6I67I0
Hatfan - GTX Pro,001i8000001AkfgAAC,4694.0,2017-03-09,Closed Won,GTX Pro,Kary Hendrixson,JUUXF02Z
Konmatfix - GTX Basic,001i8000001AkfpAAC,560.0,2017-03-24,Closed Won,GTX Basic,Lajuana Vencill,OT87JDWO
dambase - GTX Basic,001i8000001AkfMAAS,589.0,2017-03-13,Closed Won,GTX Basic,Moses Frase,YHKT6YJ7
Mathtouch - GTX Basic,001i8000001AkftAAC,493.0,2017-03-14,Closed Won,GTX Basic,Reed Clapper,H78I3TAY
Betatech - MG Special,001i8000001ALqSAAW,50.0,2017-03-08,Closed Won,MG Special,Versie Hillebrand,1ROC43JK
Y-corporation - GTX Basic,001i8000001AkgNAAS,492.0,2017-03-28,Closed Won,GTX Basic,Vicki Laflamme,LPZLQL48
Konex - GTX Plus Basic,001i8000001AkfoAAC,1255.0,2017-03-13,Closed Won,GTX Plus Basic,Corliss Cosme,3KR50X38
Statholdings - GTX Basic,001i8000001AkgBAAS,463.0,2017-03-04,Closed Won,GTX Basic,Darcel Schlecht,Q3WLHRE9
Initech - GTX Plus Basic,001i8000001AkfhAAC,0.0,2017-03-27,Closed Lost,GTX Plus Basic,Donn Cantrell,IX7UEOAP
Zencorporation - GTX Basic,001i8000001AkgQAAS,605.0,2017-03-12,Closed Won,GTX Basic,Donn Cantrell,NQU62K1H
Fasehatice - GTX Plus Basic,001i8000001AkfSAAS,1315.0,2017-03-20,Closed Won,GTX Plus Basic,Hayden Neloms,NAQKOU0T
Zumgoity - GTX Basic,001i8000001AkgTAAS,559.0,2017-03-02,Closed Won,GTX Basic,Lajuana Vencill,I3V3GUAI
Rundofase - GTX Basic,001i8000001Akg4AAC,557.0,2017-03-28,Closed Won,GTX Basic,Moses Frase,PN4VJDXY
Vehement Capital Partners - MG Special,001i8000001AkgJAAS,48.0,2017-03-02,Closed Won,MG Special,Rosie Papadopoulos,K9D4DQ3R
Isdom - GTX Plus Pro,001i8000001AkfjAAC,6282.0,2017-03-25,Closed Won,GTX Plus Pro,Versie Hillebrand,9X6V79KE
Isdom - MG Advanced,001i8000001AkfjAAC,3246.0,2017-03-02,Closed Won,MG Advanced,Anna Snelling,W1KLFNE4
Finhigh - GTX Basic,001i8000001AkfUAAS,514.0,2017-03-14,Closed Won,GTX Basic,Darcel Schlecht,GD2OCW12
Silis - GTX Plus Basic,001i8000001Akg7AAC,1132.0,2017-03-15,Closed Won,GTX Plus Basic,Donn Cantrell,6XO4RYXK
Silis - GTX Plus Pro,001i8000001Akg7AAC,5918.0,2017-03-21,Closed Won,GTX Plus Pro,Garret Kinder,18Y7GRPW
Hottechi - GTX Pro,001i8000001AQMaAAO,0.0,2017-03-18,Closed Lost,GTX Pro,Kary Hendrixson,127ZPLXQ
Kan-code - MG Special,001i8000001AkfmAAC,0.0,2017-03-14,Closed Lost,MG Special,Maureen Marcano,U07C2HEG
Hatfan - MG Special,001i8000001AkfgAAC,0.0,2017-03-13,Closed Lost,MG Special,Rosalina Dieter,RNTOJ78L
Plexzap - MG Special,001i8000001AkfyAAC,55.0,2017-03-18,Negotiation/Review,MG Special,Rosie Papadopoulos,N07K7DR7
Gogozoom - MG Advanced,001i8000001AkfbAAC,2955.0,2017-03-24,Closed Won,MG Advanced,Versie Hillebrand,NLB4D5BQ
Fasehatice - GTX Pro,001i8000001AkfSAAS,3742.0,2017-03-21,Closed Won,GTX Pro,Vicki Laflamme,FCFDJIEZ
Initech - MG Special,001i8000001AkfhAAC,64.0,2017-03-14,Closed Won,MG Special,Violet Mclelland,YZGDW4G1
Initech - MG Advanced,001i8000001AkfhAAC,0.0,2017-03-27,Closed Lost,MG Advanced,Wilburn Farren,G8AO5FA2
Warephase - GTK 500,001i8000001AkgKAAS,26768.0,2017-03-19,Negotiation/Review,GTK 500,Elease Gluck,125VIRMX
Scotfind - GTX Plus Basic,001i8000001Akg5AAC,1164.0,2017-03-18,Closed Won,GTX Plus Basic,Elease Gluck,LXXW3TRW
Singletechno - MG Special,001i8000001Akg8AAC,65.0,2017-03-07,Closed Won,MG Special,Elease Gluck,8KJ3H262
Cancity - GTX Plus Basic,001i8000001ALqYAAW,0.0,2017-03-07,Closed Lost,GTX Plus Basic,Gladys Colclough,88POGNEL
Groovestreet - GTX Basic,001i8000001AkffAAC,441.0,2017-03-16,Closed Won,GTX Basic,Kami Bicknell,UYP3NNU6
Finhigh - GTX Plus Basic,001i8000001AkfUAAS,0.0,2017-03-12,Closed Lost,GTX Plus Basic,Marty Freudenburg,S1V8684Y
Hatfan - GTX Pro,001i8000001AkfgAAC,4907.0,2017-03-16,Closed Won,GTX Pro,Vicki Laflamme,MOPWEMB5
Isdom - MG Advanced,001i8000001AkfjAAC,0.0,2017-03-01,Closed Lost,MG Advanced,Anna Snelling,L62MDI48
Codehow - MG Advanced,001i8000001ALqaAAG,3269.0,2017-03-25,Closed Won,MG Advanced,Darcel Schlecht,3EL8D4WO
Kinnamplus - GTX Basic,001i8000001AkfnAAC,579.0,2017-03-12,Closed Won,GTX Basic,Donn Cantrell,VOAN1NXG
Isdom - GTX Basic,001i8000001AkfjAAC,0.0,2017-03-25,Closed Lost,GTX Basic,Gladys Colclough,ALW92XQL
Dalttechnology - GTX Basic,001i8000001AkfLAAS,0.0,2017-03-07,Closed Lost,GTX Basic,Kary Hendrixson,TJ6ZA1M3
Xx-holding - MG Special,001i8000001AkgLAAS,51.0,2017-03-31,Closed Won,MG Special,Kary Hendrixson,FKAFO8O9
Faxquote - MG Special,001i8000001AkfTAAS,64.0,2017-03-08,Closed Won,MG Special,Markita Hansen,1XBC7M9F
Donware - MG Special,001i8000001AkfRAAS,60.0,2017-03-08,Closed Won,MG Special,Rosie Papadopoulos,8IXBS90G
Ganjaflex - GTX Plus Basic,001i8000001AkfXAAS,1186.0,2017-03-27,Closed Won,GTX Plus Basic,Cassey Cress,2X45BEOS
Yearin - MG Advanced,001i8000001AkgOAAS,3577.0,2017-03-09,Closed Won,MG Advanced,Corliss Cosme,EQ8X0QTL
Donquadtech - GTX Plus Basic,001i8000001AkfPAAS,1020.0,2017-03-07,Closed Won,GTX Plus Basic,Daniell Hammack,5QD53WHF
Blackzim - GTX Pro,001i8000001ALqVAAW,4821.0,2017-03-21,Negotiation/Review,GTX Pro,Elease Gluck,K5CWSFCW
Zoomit - MG Special,001i8000001AkgRAAS,53.0,2017-03-23,Closed Won,MG Special,Hayden Neloms,79EABK3X
Rundofase - GTX Basic,001i8000001Akg4AAC,0.0,2017-03-10,Closed Lost,GTX Basic,Jonathan Berthelot,2DKO9X1T
Faxquote - GTX Basic,001i8000001AkfTAAS,0.0,2017-03-28,Closed Lost,GTX Basic,Kary Hendrixson,IBDEQVBN
Sunnamplex - GTX Pro,001i8000001AkgEAAS,4719.0,2017-03-08,Closed Won,GTX Pro,Kary Hendrixson,QZ3VV4C1
Codehow - GTX Basic,001i8000001ALqaAAG,546.0,2017-03-22,Closed Won,GTX Basic,Moses Frase,62AK8UWX
Domzoom - GTX Plus Basic,001i8000001AkfNAAS,1212.0,2017-03-21,Closed Won,GTX Plus Basic,Niesha Huffines,5QM4ORNT
Sunnamplex - GTX Basic,001i8000001AkgEAAS,0.0,2017-03-08,Closed Lost,GTX Basic,Vicki Laflamme,S91N9YBL
Bioholding - GTX Plus Pro,001i8000001ALqTAAW,0.0,2017-03-27,Closed Lost,GTX Plus Pro,Anna Snelling,44H0FJMH
Dontechi - GTX Plus Pro,001i8000001AkfQAAS,5533.0,2017-03-14,Closed Won,GTX Plus Pro,Gladys Colclough,N5AZLQZR
Finjob - MG Advanced,001i8000001AkfVAAS,3295.0,2017-03-01,Closed Won,MG Advanced,Kami Bicknell,4T295XQL
Finjob - MG Special,001i8000001AkfVAAS,45.0,2017-03-31,Closed Won,MG Special,Rosalina Dieter,YFS5KLJJ
Bioplex - MG Special,001i8000001ALqUAAW,56.0,2017-03-04,Closed Won,MG Special,Violet Mclelland,S8GLKDB9
Opentech - GTX Pro,001i8000001AkfxAAC,4821.0,2017-03-22,Negotiation/Review,GTX Pro,Zane Levy,SQLYCFGV
Finhigh - GTX Plus Basic,001i8000001AkfUAAS,1096.0,2017-03-23,Negotiation/Review,GTX Plus Basic,Daniell Hammack,IE7VQ5BA
Funholding - GTX Pro,001i8000001AkfWAAS,4247.0,2017-03-20,Closed Won,GTX Pro,Darcel Schlecht,01QKN578
Isdom - MG Advanced,001i8000001AkfjAAC,3440.0,2017-03-13,Closed Won,MG Advanced,Gladys Colclough,M0JKP0HT
Plexzap - GTX Pro,001i8000001AkfyAAC,5040.0,2017-03-02,Closed Won,GTX Pro,James Ascencio,ZC3KKSUK
Cancity - GTX Basic,001i8000001ALqYAAW,469.0,2017-03-12,Closed Won,GTX Basic,Jonathan Berthelot,3X8VLQ5G
Isdom - MG Special,001i8000001AkfjAAC,58.0,2017-03-07,Closed Won,MG Special,Moses Frase,EZLXL6GL
Isdom - MG Advanced,001i8000001AkfjAAC,2955.0,2017-03-16,Closed Won,MG Advanced,Cecily Lampkin,R8PEL8V8
Condax - GTX Plus Pro,001i8000001AkfJAAS,5228.0,2017-03-26,Closed Won,GTX Plus Pro,Corliss Cosme,L1R32S8H
Toughzap - MG Advanced,001i8000001AkgGAAS,3358.0,2017-03-14,Closed Won,MG Advanced,Darcel Schlecht,J7N8J8NM
Green-Plus - GTX Plus Pro,001i8000001AkfeAAC,0.0,2017-03-29,Closed Lost,GTX Plus Pro,Elease Gluck,TO7PGVP1
Codehow - GTX Basic,001i8000001ALqaAAG,517.0,2017-03-31,Closed Won,GTX Basic,Jonathan Berthelot,A051G1B4
Dontechi - GTX Basic,001i8000001AkfQAAS,615.0,2017-03-03,Closed Won,GTX Basic,Moses Frase,NMDMM5YJ
Domzoom - GTX Basic,001i8000001AkfNAAS,0.0,2017-03-10,Closed Lost,GTX Basic,Niesha Huffines,LWPJEV3U
Condax - MG Special,001i8000001AkfJAAS,62.0,2017-03-08,Closed Won,MG Special,Versie Hillebrand,I93ZFHEM
Isdom - GTX Plus Pro,001i8000001AkfjAAC,4711.0,2017-03-13,Closed Won,GTX Plus Pro,Darcel Schlecht,B2VJCVBB
Kinnamplus - GTX Pro,001i8000001AkfnAAC,0.0,2017-03-23,Closed Lost,GTX Pro,Donn Cantrell,F90O03ZH
Yearin - GTX Basic,001i8000001AkgOAAS,510.0,2017-03-30,Closed Won,GTX Basic,Garret Kinder,PC78RLUX
Warephase - GTX Pro,001i8000001AkgKAAS,4891.0,2017-03-25,Closed Won,GTX Pro,Gladys Colclough,X6GL64T5
Green-Plus - GTX Plus Basic,001i8000001AkfeAAC,926.0,2017-03-17,Closed Won,GTX Plus Basic,Hayden Neloms,OWM3BPGW
Betatech - MG Special,001i8000001ALqSAAW,56.0,2017-03-10,Closed Won,MG Special,Lajuana Vencill,RP5PS9A5
Treequote - GTX Basic,001i8000001AkgHAAS,550.0,2017-03-25,Negotiation/Review,GTX Basic,Maureen Marcano,AI76U58A
Ontomedia - MG Special,001i8000001AkfwAAC,47.0,2017-03-05,Closed Won,MG Special,Violet Mclelland,F2PW7WP2
Rangreen - GTX Basic,001i8000001Akg1AAC,0.0,2017-03-23,Closed Lost,GTX Basic,Darcel Schlecht,GK8YD2XW
Nam-zim - GTX Plus Pro,001i8000001AkfuAAC,6490.0,2017-03-10,Closed Won,GTX Plus Pro,James Ascencio,U4LRR9E9
Gogozoom - MG Advanced,001i8000001AkfbAAC,3393.0,2017-03-26,Negotiation/Review,MG Advanced,Kami Bicknell,B00UMAV4
Treequote - MG Advanced,001i8000001AkgHAAS,3841.0,2017-03-02,Closed Won,MG Advanced,Niesha Huffines,9N55D1AH
Faxquote - GTX Plus Pro,001i8000001AkfTAAS,5256.0,2017-03-15,Closed Won,GTX Plus Pro,Kary Hendrixson,WI4PODA2
Kan-code - MG Special,001i8000001AkfmAAC,0.0,2017-03-28,Closed Lost,MG Special,Markita Hansen,VF1V41RI
Sonron - MG Advanced,001i8000001Akg9AAC,0.0,2017-03-25,Closed Lost,MG Advanced,Markita Hansen,1B4L7TNG
Conecom - GTX Basic,001i8000001AkfKAAS,625.0,2017-03-01,Closed Won,GTX Basic,Anna Snelling,MZAN11FT
Warephase - GTX Pro,001i8000001AkgKAAS,0.0,2017-03-16,Closed Lost,GTX Pro,Darcel Schlecht,0IO00FNS
Conecom - GTX Pro,001i8000001AkfKAAS,3952.0,2017-03-22,Closed Won,GTX Pro,Darcel Schlecht,8S6TNXYB
Konex - GTX Plus Pro,001i8000001AkfoAAC,5515.0,2017-03-13,Closed Won,GTX Plus Pro,Kary Hendrixson,MOLGOSGE
Vehement Capital Partners - MG Special,001i8000001AkgJAAS,57.0,2017-03-16,Closed Won,MG Special,Reed Clapper,FA1VHZSV
Konmatfix - MG Special,001i8000001AkfpAAC,51.0,2017-03-28,Closed Won,MG Special,Versie Hillebrand,PXQEX039
Fasehatice - MG Advanced,001i8000001AkfSAAS,3803.0,2017-03-13,Closed Won,MG Advanced,Vicki Laflamme,RX56S6G3
Rundofase - GTX Plus Pro,001i8000001Akg4AAC,5459.0,2017-03-27,Closed Won,GTX Plus Pro,Anna Snelling,G4F8W039
Stanredtax - MG Advanced,001i8000001AkgAAAS,4148.0,2017-03-23,Closed Won,MG Advanced,Anna Snelling,4T31MWVO
Ganjaflex - GTX Plus Pro,001i8000001AkfXAAS,5002.0,2017-03-23,Closed Won,GTX Plus Pro,Corliss Cosme,83XN082U
Gekko & Co - MG Advanced,001i8000001AkfYAAS,3351.0,2017-03-03,Closed Won,MG Advanced,Corliss Cosme,J21W3WIW
Domzoom - GTX Basic,001i8000001AkfNAAS,571.0,2017-03-19,Closed Won,GTX Basic,Gladys Colclough,52UPJFYI
Goodsilron - GTX Basic,001i8000001AkfdAAC,601.0,2017-03-10,Closed Won,GTX Basic,James Ascencio,QOL51JIB
Zoomit - GTX Basic,001i8000001AkgRAAS,576.0,2017-03-13,Closed Won,GTX Basic,Markita Hansen,93AGN8A6
Funholding - MG Special,001i8000001AkfWAAS,52.0,2017-03-03,Closed Won,MG Special,Marty Freudenburg,J7UNJFJL
Fasehatice - GTX Plus Basic,001i8000001AkfSAAS,1185.0,2017-03-13,Closed Won,GTX Plus Basic,Maureen Marcano,A4H5ESTU
Gekko & Co - GTX Plus Basic,001i8000001AkfYAAS,0.0,2017-03-28,Closed Lost,GTX Plus Basic,Reed Clapper,8EZ04VQB
Plexzap - MG Special,001i8000001AkfyAAC,56.0,2017-03-14,Closed Won,MG Special,Rosalina Dieter,4501T63I
Opentech - MG Special,001i8000001AkfxAAC,54.0,2017-03-29,Closed Won,MG Special,Violet Mclelland,FPNGEJRC
Xx-holding - GTX Pro,001i8000001AkgLAAS,4818.0,2017-03-13,Closed Won,GTX Pro,Zane Levy,S33WRL0Y
Codehow - GTX Plus Pro,001i8000001ALqaAAG,5087.0,2017-03-01,Closed Won,GTX Plus Pro,Anna Snelling,Q7IRUJK7
Opentech - GTX Plus Basic,001i8000001AkfxAAC,1116.0,2017-03-19,Closed Won,GTX Plus Basic,Daniell Hammack,DTZPYISJ
Gogozoom - GTX Basic,001i8000001AkfbAAC,510.0,2017-03-20,Closed Won,GTX Basic,Darcel Schlecht,Y9HWSG8Z
Streethex - GTX Basic,001i8000001AkgCAAS,565.0,2017-03-16,Closed Won,GTX Basic,Jonathan Berthelot,JOQCXC9Z
Finjob - GTX Basic,001i8000001AkfVAAS,633.0,2017-03-26,Closed Won,GTX Basic,Kami Bicknell,AP7PCLAZ
Xx-zobam - MG Advanced,001i8000001AkgMAAS,3962.0,2017-03-29,Closed Won,MG Advanced,Reed Clapper,BIE471SO
Y-corporation - MG Advanced,001i8000001AkgNAAS,3672.0,2017-03-22,Closed Won,MG Advanced,Vicki Laflamme,UA8AWDG4
Green-Plus - GTX Plus Basic,001i8000001AkfeAAC,1096.0,2017-04-01,Negotiation/Review,GTX Plus Basic,Zane Levy,BTT6YAVZ
Goodsilron - GTX Pro,001i8000001AkfdAAC,4586.0,2017-03-18,Closed Won,GTX Pro,Zane Levy,FZDRB789
Hottechi - MG Special,001i8000001AQMaAAO,60.0,2017-03-02,Closed Won,MG Special,Anna Snelling,PC1NUL8Q
dambase - GTX Plus Basic,001i8000001AkfMAAS,1096.0,2017-04-02,Negotiation/Review,GTX Plus Basic,Corliss Cosme,O7UUAK3Y
Dontechi - GTX Basic,001i8000001AkfQAAS,572.0,2017-05-04,Closed Won,GTX Basic,Jonathan Berthelot,F1X5ZJ7V
Goodsilron - GTX Basic,001i8000001AkfdAAC,550.0,2017-03-01,Closed Won,GTX Basic,Kary Hendrixson,IF7MJ88P
Sonron - GTX Pro,001i8000001Akg9AAC,4125.0,2017-03-17,Closed Won,GTX Pro,Kary Hendrixson,06B7XWPC
Zumgoity - MG Advanced,001i8000001AkgTAAS,3647.0,2017-03-10,Closed Won,MG Advanced,Marty Freudenburg,12MQ3WM8
Dontechi - GTX Basic,001i8000001AkfQAAS,573.0,2017-03-21,Closed Won,GTX Basic,Moses Frase,91M6FY8S
Zencorporation - GTX Basic,001i8000001AkgQAAS,542.0,2017-03-29,Closed Won,GTX Basic,Violet Mclelland,0LNZRNEU
Donware - MG Advanced,001i8000001AkfRAAS,3479.0,2017-03-12,Closed Won,MG Advanced,Cassey Cress,NKOKUS7D
Ganjaflex - MG Advanced,001i8000001AkfXAAS,0.0,2017-03-22,Closed Lost,MG Advanced,Daniell Hammack,NF6GCTMV
Stanredtax - GTX Plus Basic,001i8000001AkgAAAS,1012.0,2017-03-21,Closed Won,GTX Plus Basic,Darcel Schlecht,I4UCA7CU
Doncon - GTX Plus Basic,001i8000001AkfOAAS,990.0,2017-03-06,Closed Won,GTX Plus Basic,James Ascencio,1LI7ETNZ
Sunnamplex - GTX Pro,001i8000001AkgEAAS,4374.0,2017-03-18,Closed Won,GTX Pro,James Ascencio,N36DEZBR
Finjob - GTX Basic,001i8000001AkfVAAS,0.0,2017-03-17,Closed Lost,GTX Basic,Kary Hendrixson,77ZECYVJ
Xx-holding - GTX Plus Basic,001i8000001AkgLAAS,1054.0,2017-03-30,Closed Won,GTX Plus Basic,Kary Hendrixson,IRB461Y7
Scotfind - MG Special,001i8000001Akg5AAC,55.0,2017-03-15,Closed Won,MG Special,Vicki Laflamme,NM2Q3CGW
Ganjaflex - MG Special,001i8000001AkfXAAS,0.0,2017-03-05,Closed Lost,MG Special,Violet Mclelland,OEEUEIPJ
Iselectrics - GTX Plus Basic,001i8000001AkfkAAC,1073.0,2017-03-25,Closed Won,GTX Plus Basic,Boris Faz,5E14LG51
Genco Pura Olive Oil Company - MG Advanced,001i8000001AkfZAAS,0.0,2017-03-20,Closed Lost,MG Advanced,Cecily Lampkin,TIAGZQ54
Faxquote - GTX Basic,001i8000001AkfTAAS,586.0,2017-03-16,Closed Won,GTX Basic,Kary Hendrixson,CRX91A45
Treequote - GTX Pro,001i8000001AkgHAAS,4667.0,2017-05-05,Closed Won,GTX Pro,Marty Freudenburg,ZOQ8RC86
Hottechi - GTX Plus Basic,001i8000001AQMaAAO,880.0,2017-03-28,Closed Won,GTX Plus Basic,Vicki Laflamme,SV4SOO2K
Plexzap - MG Advanced,001i8000001AkfyAAC,3676.0,2017-03-12,Closed Won,MG Advanced,Vicki Laflamme,ITHR5WLF
Funholding - MG Advanced,001i8000001AkfWAAS,0.0,2017-03-25,Closed Lost,MG Advanced,Anna Snelling,279625VN
Treequote - GTX Pro,001i8000001AkgHAAS,0.0,2017-03-09,Closed Lost,GTX Pro,Darcel Schlecht,RK52YU8S
Opentech - GTX Plus Basic,001i8000001AkfxAAC,0.0,2017-03-26,Closed Lost,GTX Plus Basic,Garret Kinder,E8EY51IC
Treequote - GTX Pro,001i8000001AkgHAAS,4716.0,2017-03-19,Closed Won,GTX Pro,Jonathan Berthelot,HG07LMHI
Blackzim - GTX Basic,001i8000001ALqVAAW,0.0,2017-03-30,Closed Lost,GTX Basic,Kary Hendrixson,85XNDIK1
Goodsilron - GTX Pro,001i8000001AkfdAAC,4211.0,2017-03-23,Closed Won,GTX Pro,Vicki Laflamme,2U54WYQ1
Funholding - MG Advanced,001i8000001AkfWAAS,0.0,2017-03-21,Closed Lost,MG Advanced,Anna Snelling,VCA1WAB0
Codehow - GTX Pro,001i8000001ALqaAAG,0.0,2017-03-18,Closed Lost,GTX Pro,Darcel Schlecht,MXNVX2AM
Toughzap - MG Special,001i8000001AkgGAAS,56.0,2017-03-17,Closed Won,MG Special,Darcel Schlecht,1G866GH4
Rundofase - MG Special,001i8000001Akg4AAC,0.0,2017-03-23,Closed Lost,MG Special,Gladys Colclough,WDG0B1IR
Funholding - MG Special,001i8000001AkfWAAS,44.0,2017-03-23,Closed Won,MG Special,Gladys Colclough,Q5CABPMO
Konex - GTX Basic,001i8000001AkfoAAC,532.0,2017-03-27,Closed Won,GTX Basic,Kary Hendrixson,HHBA93J5
Treequote - GTX Basic,001i8000001AkgHAAS,0.0,2017-05-10,Closed Lost,GTX Basic,Lajuana Vencill,R0W6A9BG
Zumgoity - GTX Basic,001i8000001AkgTAAS,0.0,2017-03-20,Closed Lost,GTX Basic,Lajuana Vencill,P5EGQ0HI
Kinnamplus - GTX Pro,001i8000001AkfnAAC,0.0,2017-03-17,Closed Lost,GTX Pro,Reed Clapper,L1EJIE5L
Domzoom - GTX Basic,001i8000001AkfNAAS,0.0,2017-03-24,Closed Lost,GTX Basic,Versie Hillebrand,S3XI6YB3
Isdom - GTX Basic,001i8000001AkfjAAC,622.0,2017-03-08,Closed Won,GTX Basic,Anna Snelling,BBC3JB3H
Cancity - GTX Plus Pro,001i8000001ALqYAAW,0.0,2017-03-05,Closed Lost,GTX Plus Pro,Cecily Lampkin,7XVLKX8G
Xx-zobam - GTX Plus Basic,001i8000001AkgMAAS,1257.0,2017-03-16,Closed Won,GTX Plus Basic,Corliss Cosme,OX4P78HP
Lexiqvolax - GTX Plus Basic,001i8000001AkfrAAC,1135.0,2017-03-25,Closed Won,GTX Plus Basic,Maureen Marcano,72LNJRY9
Hottechi - MG Advanced,001i8000001AQMaAAO,0.0,2017-03-28,Closed Lost,MG Advanced,Zane Levy,8C2WG2FB
Newex - GTX Pro,001i8000001AkfvAAC,4313.0,2017-03-14,Closed Won,GTX Pro,Zane Levy,L0345WKB
dambase - GTX Plus Pro,001i8000001AkfMAAS,5210.0,2017-03-18,Closed Won,GTX Plus Pro,Anna Snelling,S24L8LVR
Ron-tech - MG Special,001i8000001Akg3AAC,47.0,2017-03-27,Closed Won,MG Special,Lajuana Vencill,JXWXEJXE
Konex - MG Advanced,001i8000001AkfoAAC,3220.0,2017-03-22,Closed Won,MG Advanced,Markita Hansen,W2JCRPLX
Initech - GTX Basic,001i8000001AkfhAAC,550.0,2017-04-08,Negotiation/Review,GTX Basic,Rosalina Dieter,EQCD7G7Q
Donware - MG Special,001i8000001AkfRAAS,47.0,2017-03-26,Closed Won,MG Special,Rosie Papadopoulos,1M2I2NXQ
Rundofase - MG Special,001i8000001Akg4AAC,55.0,2017-04-08,Negotiation/Review,MG Special,Violet Mclelland,XYNTWPN1
Yearin - MG Special,001i8000001AkgOAAS,63.0,2017-03-25,Closed Won,MG Special,Violet Mclelland,54EGR0AD
Betatech - MG Special,001i8000001ALqSAAW,56.0,2017-03-15,Closed Won,MG Special,Anna Snelling,VT5Y73GX
Rundofase - MG Special,001i8000001Akg4AAC,65.0,2017-03-01,Closed Won,MG Special,Anna Snelling,8O9V7UOZ
Donquadtech - GTX Plus Pro,001i8000001AkfPAAS,5743.0,2017-03-19,Closed Won,GTX Plus Pro,Boris Faz,GIIC5H9X
Mathtouch - MG Special,001i8000001AkftAAC,53.0,2017-03-03,Closed Won,MG Special,Cassey Cress,9WMU7YHD
Betasoloin - GTX Plus Pro,001i8000001ALqRAAW,4974.0,2017-03-30,Closed Won,GTX Plus Pro,Corliss Cosme,8BQMFR86
Ontomedia - MG Advanced,001i8000001AkfwAAC,3892.0,2017-03-25,Closed Won,MG Advanced,Donn Cantrell,DDCC6ZPK
Betasoloin - GTX Pro,001i8000001ALqRAAW,3822.0,2017-03-21,Closed Won,GTX Pro,Garret Kinder,YMGWLEHY
Inity - GTX Basic,001i8000001AkfiAAC,504.0,2017-03-02,Closed Won,GTX Basic,Jonathan Berthelot,FKS9MVF6
Xx-holding - MG Advanced,001i8000001AkgLAAS,3145.0,2017-03-29,Closed Won,MG Advanced,Rosalina Dieter,HF8ABDF6
Finjob - GTX Basic,001i8000001AkfVAAS,564.0,2017-03-27,Closed Won,GTX Basic,Vicki Laflamme,SIRC44NM
Fasehatice - GTX Plus Basic,001i8000001AkfSAAS,1117.0,2017-03-14,Closed Won,GTX Plus Basic,Zane Levy,7S6SHJJG
Inity - MG Special,001i8000001AkfiAAC,59.0,2017-03-26,Closed Won,MG Special,Anna Snelling,ZE84UHHB
Finhigh - MG Special,001i8000001AkfUAAS,52.0,2017-03-28,Closed Won,MG Special,Darcel Schlecht,2R3ZA84D
Kan-code - GTX Pro,001i8000001AkfmAAC,4694.0,2017-03-24,Closed Won,GTX Pro,Donn Cantrell,LTTYTAXA
Plusstrip - GTX Pro,001i8000001AkfzAAC,5620.0,2017-03-06,Closed Won,GTX Pro,Kami Bicknell,ZWFPD71J
Singletechno - GTX Plus Basic,001i8000001Akg8AAC,1095.0,2017-03-08,Closed Won,GTX Plus Basic,Kary Hendrixson,T5C527Z9
